31,5141,Cron触发器的Cron表达式，定义执行时间规则,"Cron,表达式,CRON_EXPRESSION","定时规则,时间表达式",Cron触发器的执行规则是什么？;每天凌晨执行的Cron表达式是什么？,任务调度,0.9800,AI,2026-08-12 09:26:47.7949140,"表: QRTZ_CRON_TRIGGERS   字段: CRON_EXPRESSION   字段说明:    业务含义: Cron触发器的Cron表达式，定义执行时间规则   关键词: Cron,表达式,CRON_EXPRESSION   同义词: 定时规则,时间表达式   示例问题: Cron触发器的执行规则是什么？;每天凌晨执行的Cron表达式是什么？   业务领域: 任务调度 ",7b9f890f-1518-464c-a256-e41d46727b40,NULL,NULL
32,5142,Cron触发器使用的时区标识,"时区,TIME_ZONE_ID","时区ID,时区名称",Cron触发器使用的是哪个时区？,任务调度,0.9500,AI,2026-08-12 09:26:47.7950555,"表: QRTZ_CRON_TRIGGERS   字段: TIME_ZONE_ID   字段说明:    业务含义: Cron触发器使用的时区标识   关键词: 时区,TIME_ZONE_ID   同义词: 时区ID,时区名称   示例问题: Cron触发器使用的是哪个时区？   业务领域: 任务调度 ",ce6d8579-aa9a-43cc-ac49-de35177af369,NULL,NULL
33,5143,已触发记录的唯一标识ID,"记录,ID,ENTRY_ID","触发记录ID,流水号",最近一次触发的记录ID是多少？,任务调度,0.9500,AI,2026-08-12 09:26:47.7952003,"表: QRTZ_FIRED_TRIGGERS   字段: ENTRY_ID   字段说明:    业务含义: 已触发记录的唯一标识ID   关键词: 记录,ID,ENTRY_ID   同义词: 触发记录ID,流水号   示例问题: 最近一次触发的记录ID是多少？   业务领域: 任务调度 ",05a430c3-085d-4a87-97c8-c52e7c6c5a17,NULL,NULL
34,5144,已触发记录所属的调度器名称,"调度器,名称,SCHED_NAME",调度实例名,该触发记录属于哪个调度器？,任务调度,0.9500,AI,2026-08-12 09:26:47.7953206,"表: QRTZ_FIRED_TRIGGERS   字段: SCHED_NAME   字段说明:    业务含义: 已触发记录所属的调度器名称   关键词: 调度器,名称,SCHED_NAME   同义词: 调度实例名   示例问题: 该触发记录属于哪个调度器？   业务领域: 任务调度 ",45f8b98d-f03d-4805-a113-eb9dcb147140,NULL,NULL
35,5145,触发器实际被触发的时间戳,"触发,时间,FIRED_TIME","执行时间,触发时间戳",任务是什么时候被触发的？;最近一次触发时间是多少？,任务调度,0.9800,AI,2026-08-12 09:26:47.7954554,"表: QRTZ_FIRED_TRIGGERS   字段: FIRED_TIME   字段说明:    业务含义: 触发器实际被触发的时间戳   关键词: 触发,时间,FIRED_TIME   同义词: 执行时间,触发时间戳   示例问题: 任务是什么时候被触发的？;最近一次触发时间是多少？   业务领域: 任务调度 ",1cbaedb8-8c4f-4eca-8cdb-41032162d25b,NULL,NULL
36,5146,执行该触发器的调度器实例名称,"实例,名称,INSTANCE_NAME","节点名称,实例ID",是哪个调度器实例执行了该任务？,任务调度,0.9500,AI,2026-08-12 09:26:47.7956216,"表: QRTZ_FIRED_TRIGGERS   字段: INSTANCE_NAME   字段说明:    业务含义: 执行该触发器的调度器实例名称   关键词: 实例,名称,INSTANCE_NAME   同义词: 节点名称,实例ID   示例问题: 是哪个调度器实例执行了该任务？   业务领域: 任务调度 ",7aa1105a-d5d3-4d91-bb49-c4bf2e6fc3ce,NULL,NULL
37,5147,标识该触发器是否禁止并发执行,"并发,禁止,IS_NONCONCURRENT","是否防并发,并发控制",该任务是否允许并发执行？,任务调度,0.9500,AI,2026-08-12 09:26:47.7957513,"表: QRTZ_FIRED_TRIGGERS   字段: IS_NONCONCURRENT   字段说明:    业务含义: 标识该触发器是否禁止并发执行   关键词: 并发,禁止,IS_NONCONCURRENT   同义词: 是否防并发,并发控制   示例问题: 该任务是否允许并发执行？   业务领域: 任务调度 ",1d6526f0-683d-4bae-a7bc-a9bd2056e4ee,NULL,NULL
38,5148,已触发记录关联的任务组名称,"任务,组,JOB_GROUP","任务分组,作业组",该触发记录属于哪个任务组？,任务调度,0.9500,AI,2026-08-12 09:26:47.7958715,"表: QRTZ_FIRED_TRIGGERS   字段: JOB_GROUP   字段说明:    业务含义: 已触发记录关联的任务组名称   关键词: 任务,组,JOB_GROUP   同义词: 任务分组,作业组   示例问题: 该触发记录属于哪个任务组？   业务领域: 任务调度 ",7854dc08-2a38-4a4b-aca3-d3114a6f3ac5,NULL,NULL
39,5149,已触发记录关联的任务名称,"任务,名称,JOB_NAME","作业名,任务名",该触发记录执行的是哪个任务？,任务调度,0.9500,AI,2026-08-12 09:26:47.7959947,"表: QRTZ_FIRED_TRIGGERS   字段: JOB_NAME   字段说明:    业务含义: 已触发记录关联的任务名称   关键词: 任务,名称,JOB_NAME   同义词: 作业名,任务名   示例问题: 该触发记录执行的是哪个任务？   业务领域: 任务调度 ",6c87c3cf-b1a6-41d1-8076-24d61fba9e19,NULL,NULL
40,5150,触发器执行时的优先级,"优先级,PRIORITY","执行优先级,权重",该触发器的优先级是多少？,任务调度,0.9500,AI,2026-08-12 09:26:47.7961108,"表: QRTZ_FIRED_TRIGGERS   字段: PRIORITY   字段说明:    业务含义: 触发器执行时的优先级   关键词: 优先级,PRIORITY   同义词: 执行优先级,权重   示例问题: 该触发器的优先级是多少？   业务领域: 任务调度 ",7f2659db-bb72-4863-b89e-58b8c32d7947,NULL,NULL
41,5151,标识任务在调度器故障恢复时是否需要重新执行,"恢复,请求,REQUESTS_RECOVERY","故障恢复,断点续传",该任务在节点宕机后是否需要恢复执行？,任务调度,0.9500,AI,2026-08-12 09:26:47.7962343,"表: QRTZ_FIRED_TRIGGERS   字段: REQUESTS_RECOVERY   字段说明:    业务含义: 标识任务在调度器故障恢复时是否需要重新执行   关键词: 恢复,请求,REQUESTS_RECOVERY   同义词: 故障恢复,断点续传   示例问题: 该任务在节点宕机后是否需要恢复执行？   业务领域: 任务调度 ",98ed2f78-ba3e-49c9-a7e0-a6fad63e7f64,NULL,NULL
42,5152,触发器被调度执行的计划时间戳,"调度,时间,SCHED_TIME","计划执行时间,调度时间戳",任务计划的调度时间是什么？,任务调度,0.9500,AI,2026-08-12 09:26:47.7963465,"表: QRTZ_FIRED_TRIGGERS   字段: SCHED_TIME   字段说明:    业务含义: 触发器被调度执行的计划时间戳   关键词: 调度,时间,SCHED_TIME   同义词: 计划执行时间,调度时间戳   示例问题: 任务计划的调度时间是什么？   业务领域: 任务调度 ",f44abb31-c72b-4fba-880f-1b0c98780fd7,NULL,NULL
43,5153,已触发记录的当前状态（如执行中、完成等）,"状态,STATE","执行状态,触发状态",当前触发记录的状态是什么？;有哪些任务正在执行中？,任务调度,0.9500,AI,2026-08-12 09:26:47.7964718,"表: QRTZ_FIRED_TRIGGERS   字段: STATE   字段说明:    业务含义: 已触发记录的当前状态（如执行中、完成等）   关键词: 状态,STATE   同义词: 执行状态,触发状态   示例问题: 当前触发记录的状态是什么？;有哪些任务正在执行中？   业务领域: 任务调度 ",e51c5b22-884a-4ff2-a281-e03625c91ed8,NULL,NULL
44,5154,已触发记录关联的触发器组名称,"触发器,组,TRIGGER_GROUP",触发器分组,该触发记录属于哪个触发器组？,任务调度,0.9500,AI,2026-08-12 09:26:47.7965831,"表: QRTZ_FIRED_TRIGGERS   字段: TRIGGER_GROUP   字段说明:    业务含义: 已触发记录关联的触发器组名称   关键词: 触发器,组,TRIGGER_GROUP   同义词: 触发器分组   示例问题: 该触发记录属于哪个触发器组？   业务领域: 任务调度 ",ee53e1b7-7916-4edd-aa1f-c92f3be18853,NULL,NULL
45,5155,已触发记录关联的触发器名称,"触发器,名称,TRIGGER_NAME",触发器名,该触发记录是由哪个触发器产生的？,任务调度,0.9500,AI,2026-08-12 09:26:47.7966953,"表: QRTZ_FIRED_TRIGGERS   字段: TRIGGER_NAME   字段说明:    业务含义: 已触发记录关联的触发器名称   关键词: 触发器,名称,TRIGGER_NAME   同义词: 触发器名   示例问题: 该触发记录是由哪个触发器产生的？   业务领域: 任务调度 ",692e151b-67fd-4abf-9d97-ba948b3f3940,NULL,NULL
46,5156,任务详情所属的任务组名称,"任务,组,JOB_GROUP","任务分组,作业组",系统中有哪些任务组？;该任务属于哪个分组？,任务调度,0.9500,AI,2026-08-12 09:26:47.7968274,"表: QRTZ_JOB_DETAILS   字段: JOB_GROUP   字段说明:    业务含义: 任务详情所属的任务组名称   关键词: 任务,组,JOB_GROUP   同义词: 任务分组,作业组   示例问题: 系统中有哪些任务组？;该任务属于哪个分组？   业务领域: 任务调度 ",569285f9-5aa3-447a-b1d1-d9bd19f63dbe,NULL,NULL
47,5157,任务详情中的任务名称,"任务,名称,JOB_NAME","作业名,任务名",系统中配置了哪些定时任务？;该任务的名称是什么？,任务调度,0.9800,AI,2026-08-12 09:26:47.7969409,"表: QRTZ_JOB_DETAILS   字段: JOB_NAME   字段说明:    业务含义: 任务详情中的任务名称   关键词: 任务,名称,JOB_NAME   同义词: 作业名,任务名   示例问题: 系统中配置了哪些定时任务？;该任务的名称是什么？   业务领域: 任务调度 ",00368d5b-ed7d-42e7-9fc0-dd08676bab4d,NULL,NULL
48,5158,任务详情所属的调度器名称,"调度器,名称,SCHED_NAME",调度实例名,该任务配置在哪个调度器中？,任务调度,0.9500,AI,2026-08-12 09:26:47.7970892,"表: QRTZ_JOB_DETAILS   字段: SCHED_NAME   字段说明:    业务含义: 任务详情所属的调度器名称   关键词: 调度器,名称,SCHED_NAME   同义词: 调度实例名   示例问题: 该任务配置在哪个调度器中？   业务领域: 任务调度 ",7bcf7183-b3b6-4437-a0e7-b627578a3cfc,NULL,NULL
49,5159,任务的创建者标识,"创建者,CREATOR","创建人,作者",这个定时任务是谁创建的？,任务调度,0.9000,AI,2026-08-12 09:26:47.7972391,"表: QRTZ_JOB_DETAILS   字段: CREATOR   字段说明:    业务含义: 任务的创建者标识   关键词: 创建者,CREATOR   同义词: 创建人,作者   示例问题: 这个定时任务是谁创建的？   业务领域: 任务调度 ",98f8e180-43f0-4e8b-b778-1ecf75cbbd59,NULL,NULL
50,5160,任务的详细描述信息,"描述,DESCRIPTION","任务说明,备注",该定时任务的具体作用是什么？;任务的描述信息是什么？,任务调度,0.9500,AI,2026-08-12 09:26:47.7973988,"表: QRTZ_JOB_DETAILS   字段: DESCRIPTION   字段说明:    业务含义: 任务的详细描述信息   关键词: 描述,DESCRIPTION   同义词: 任务说明,备注   示例问题: 该定时任务的具体作用是什么？;任务的描述信息是什么？   业务领域: 任务调度 ",d72e601f-979d-4c71-b28d-dd88bc23fd8e,NULL,NULL
51,5161,标识任务在没有关联触发器时是否依然持久化保留,"持久化,IS_DURABLE","是否持久,孤立保留",该任务在没有触发器时会被删除吗？,任务调度,0.9500,AI,2026-08-12 09:26:47.7976066,"表: QRTZ_JOB_DETAILS   字段: IS_DURABLE   字段说明:    业务含义: 标识任务在没有关联触发器时是否依然持久化保留   关键词: 持久化,IS_DURABLE   同义词: 是否持久,孤立保留   示例问题: 该任务在没有触发器时会被删除吗？   业务领域: 任务调度 ",d80fb6da-a9ae-4212-912b-2ec75ff24d25,NULL,NULL
52,5162,标识任务是否禁止并发执行,"并发,禁止,IS_NONCONCURRENT","是否防并发,并发控制",该任务是否禁止并发执行？,任务调度,0.9500,AI,2026-08-12 09:26:47.7977460,"表: QRTZ_JOB_DETAILS   字段: IS_NONCONCURRENT   字段说明:    业务含义: 标识任务是否禁止并发执行   关键词: 并发,禁止,IS_NONCONCURRENT   同义词: 是否防并发,并发控制   示例问题: 该任务是否禁止并发执行？   业务领域: 任务调度 ",7cddd595-fd20-4a9d-8fae-46acbfe00ebf,NULL,NULL
53,5163,标识任务在执行时是否需要更新JobDataMap中的数据,"更新,数据,IS_UPDATE_DATA","是否更新数据,数据覆盖",任务执行后是否会更新其携带的数据？,任务调度,0.9000,AI,2026-08-12 09:26:47.7978803,"表: QRTZ_JOB_DETAILS   字段: IS_UPDATE_DATA   字段说明:    业务含义: 标识任务在执行时是否需要更新JobDataMap中的数据   关键词: 更新,数据,IS_UPDATE_DATA   同义词: 是否更新数据,数据覆盖   示例问题: 任务执行后是否会更新其携带的数据？   业务领域: 任务调度 ",ec1b636c-d062-4285-b6f8-a22ec20d2b89,NULL,NULL
54,5164,执行该任务的具体Java类全限定名,"类名,JOB_CLASS_NAME","执行类,Java类名",该定时任务是由哪个Java类执行的？,任务调度,0.9500,AI,2026-08-12 09:26:47.7980207,"表: QRTZ_JOB_DETAILS   字段: JOB_CLASS_NAME   字段说明:    业务含义: 执行该任务的具体Java类全限定名   关键词: 类名,JOB_CLASS_NAME   同义词: 执行类,Java类名   示例问题: 该定时任务是由哪个Java类执行的？   业务领域: 任务调度 ",e90cadd7-eab5-4b9c-bd50-11eb0dda09b4,NULL,NULL
55,5165,任务携带的二进制序列化参数数据,"任务,数据,JOB_DATA","任务参数,JobDataMap",该任务执行时传递了哪些参数？,任务调度,0.9500,AI,2026-08-12 09:26:47.7982635,"表: QRTZ_JOB_DETAILS   字段: JOB_DATA   字段说明:    业务含义: 任务携带的二进制序列化参数数据   关键词: 任务,数据,JOB_DATA   同义词: 任务参数,JobDataMap   示例问题: 该任务执行时传递了哪些参数？   业务领域: 任务调度 ",57f532d4-4f29-4de7-88be-90574cbec049,NULL,NULL
56,5166,标识任务在调度器故障恢复时是否需要重新执行,"恢复,请求,REQUESTS_RECOVERY","故障恢复,断点续传",该任务在节点宕机后是否需要恢复执行？,任务调度,0.9500,AI,2026-08-12 09:26:47.7984164,"表: QRTZ_JOB_DETAILS   字段: REQUESTS_RECOVERY   字段说明:    业务含义: 标识任务在调度器故障恢复时是否需要重新执行   关键词: 恢复,请求,REQUESTS_RECOVERY   同义词: 故障恢复,断点续传   示例问题: 该任务在节点宕机后是否需要恢复执行？   业务领域: 任务调度 ",97b753d7-1e1a-4ce6-baa0-ceb43ef5c8c4,NULL,NULL
57,5167,调度器集群中使用的分布式锁名称,"锁,名称,LOCK_NAME","分布式锁,锁标识",系统中使用了哪些分布式锁？,任务调度,0.9500,AI,2026-08-12 09:26:47.7985623,"表: QRTZ_LOCKS   字段: LOCK_NAME   字段说明:    业务含义: 调度器集群中使用的分布式锁名称   关键词: 锁,名称,LOCK_NAME   同义词: 分布式锁,锁标识   示例问题: 系统中使用了哪些分布式锁？   业务领域: 任务调度 ",6c1e3e0f-9f0f-4527-9960-060a497cf963,NULL,NULL
58,5168,分布式锁所属的调度器名称,"调度器,名称,SCHED_NAME",调度实例名,该分布式锁属于哪个调度器？,任务调度,0.9500,AI,2026-08-12 09:26:47.7987095,"表: QRTZ_LOCKS   字段: SCHED_NAME   字段说明:    业务含义: 分布式锁所属的调度器名称   关键词: 调度器,名称,SCHED_NAME   同义词: 调度实例名   示例问题: 该分布式锁属于哪个调度器？   业务领域: 任务调度 ",c35d0fe7-0c21-4db4-ae15-c50259408fe4,NULL,NULL
59,5169,暂停的触发器组所属的调度器名称,"调度器,名称,SCHED_NAME",调度实例名,被暂停的触发器组属于哪个调度器？,任务调度,0.9500,AI,2026-08-12 09:26:47.7988632,"表: QRTZ_PAUSED_TRIGGER_GRPS   字段: SCHED_NAME   字段说明:    业务含义: 暂停的触发器组所属的调度器名称   关键词: 调度器,名称,SCHED_NAME   同义词: 调度实例名   示例问题: 被暂停的触发器组属于哪个调度器？   业务领域: 任务调度 ",1b628d00-73ac-44a6-a358-436ab84a8974,NULL,NULL
60,5170,被暂停执行的触发器组名称,"触发器,组,TRIGGER_GROUP",暂停的触发器分组,当前有哪些触发器组被暂停了？,任务调度,0.9500,AI,2026-08-12 09:26:47.7990053,"表: QRTZ_PAUSED_TRIGGER_GRPS   字段: TRIGGER_GROUP   字段说明:    业务含义: 被暂停执行的触发器组名称   关键词: 触发器,组,TRIGGER_GROUP   同义词: 暂停的触发器分组   示例问题: 当前有哪些触发器组被暂停了？   业务领域: 任务调度 ",1d205bc3-8617-4864-8888-4963e8835a56,NULL,NULL
61,5171,调度器集群中的节点实例名称,"实例,名称,INSTANCE_NAME","节点名称,实例ID",当前集群中有哪些调度器节点？,任务调度,0.9500,AI,2026-08-12 09:26:47.7991755,"表: QRTZ_SCHEDULER_STATE   字段: INSTANCE_NAME   字段说明:    业务含义: 调度器集群中的节点实例名称   关键词: 实例,名称,INSTANCE_NAME   同义词: 节点名称,实例ID   示例问题: 当前集群中有哪些调度器节点？   业务领域: 任务调度 ",6ed21713-8386-4023-9f79-7f2e9b6335cd,NULL,NULL
62,5172,调度器状态所属的调度器名称,"调度器,名称,SCHED_NAME",调度实例名,该节点状态属于哪个调度器？,任务调度,0.9500,AI,2026-08-12 09:26:47.7993118,"表: QRTZ_SCHEDULER_STATE   字段: SCHED_NAME   字段说明:    业务含义: 调度器状态所属的调度器名称   关键词: 调度器,名称,SCHED_NAME   同义词: 调度实例名   示例问题: 该节点状态属于哪个调度器？   业务领域: 任务调度 ",7a86f28d-a92d-4c70-b404-517497982672,NULL,NULL
63,5173,调度器节点向数据库检入心跳的时间间隔,"检入,间隔,CHECKIN_INTERVAL","心跳间隔,检入频率",调度器节点的心跳检入间隔是多少？,任务调度,0.9500,AI,2026-08-12 09:26:47.7994496,"表: QRTZ_SCHEDULER_STATE   字段: CHECKIN_INTERVAL   字段说明:    业务含义: 调度器节点向数据库检入心跳的时间间隔   关键词: 检入,间隔,CHECKIN_INTERVAL   同义词: 心跳间隔,检入频率   示例问题: 调度器节点的心跳检入间隔是多少？   业务领域: 任务调度 ",95e12adf-d9ef-4bc6-bb34-45c342e27f8d,NULL,NULL
64,5174,调度器节点最后一次向数据库检入心跳的时间,"最后,检入,时间,LAST_CHECKIN_TIME","最后心跳时间,最后检入时间",调度器节点最后一次心跳是什么时候？;是否有节点掉线？,任务调度,0.9500,AI,2026-08-12 09:26:47.7996438,"表: QRTZ_SCHEDULER_STATE   字段: LAST_CHECKIN_TIME   字段说明:    业务含义: 调度器节点最后一次向数据库检入心跳的时间   关键词: 最后,检入,时间,LAST_CHECKIN_TIME   同义词: 最后心跳时间,最后检入时间   示例问题: 调度器节点最后一次心跳是什么时候？;是否有节点掉线？   业务领域: 任务调度 ",d4bd0558-9678-467d-b4a4-b19d6944df3b,NULL,NULL
65,5175,简单触发器所属的调度器名称,"调度器,名称,SCHED_NAME",调度实例名,简单触发器属于哪个调度器？,任务调度,0.9500,AI,2026-08-12 09:26:47.7997948,"表: QRTZ_SIMPLE_TRIGGERS   字段: SCHED_NAME   字段说明:    业务含义: 简单触发器所属的调度器名称   关键词: 调度器,名称,SCHED_NAME   同义词: 调度实例名   示例问题: 简单触发器属于哪个调度器？   业务领域: 任务调度 ",f3778ecd-eb98-4930-9248-fbee66ab7ce4,NULL,NULL
66,5176,简单触发器所属的触发器组名称,"触发器,组,TRIGGER_GROUP",触发器分组,简单触发器属于哪个组？,任务调度,0.9500,AI,2026-08-12 09:26:47.7999297,"表: QRTZ_SIMPLE_TRIGGERS   字段: TRIGGER_GROUP   字段说明:    业务含义: 简单触发器所属的触发器组名称   关键词: 触发器,组,TRIGGER_GROUP   同义词: 触发器分组   示例问题: 简单触发器属于哪个组？   业务领域: 任务调度 ",a092c870-ec5a-498c-a37e-d4060fc1b4e2,NULL,NULL
67,5177,简单触发器的名称,"触发器,名称,TRIGGER_NAME",触发器名,简单触发器的名称是什么？,任务调度,0.9500,AI,2026-08-12 09:26:47.8000533,"表: QRTZ_SIMPLE_TRIGGERS   字段: TRIGGER_NAME   字段说明:    业务含义: 简单触发器的名称   关键词: 触发器,名称,TRIGGER_NAME   同义词: 触发器名   示例问题: 简单触发器的名称是什么？   业务领域: 任务调度 ",e74ab106-a4e7-4be2-9771-25832b821394,NULL,NULL
68,5178,简单触发器配置的重复执行次数,"重复,次数,REPEAT_COUNT","执行次数,循环次数",该简单触发器会重复执行多少次？,任务调度,0.9500,AI,2026-08-12 09:26:47.8001762,"表: QRTZ_SIMPLE_TRIGGERS   字段: REPEAT_COUNT   字段说明:    业务含义: 简单触发器配置的重复执行次数   关键词: 重复,次数,REPEAT_COUNT   同义词: 执行次数,循环次数   示例问题: 该简单触发器会重复执行多少次？   业务领域: 任务调度 ",c17f919c-7aaf-49b6-a4be-2d4609cfbfc6,NULL,NULL
69,5179,简单触发器配置的重复执行时间间隔,"重复,间隔,REPEAT_INTERVAL","执行间隔,循环间隔",该简单触发器每次执行的间隔时间是多少？,任务调度,0.9500,AI,2026-08-12 09:26:47.8003154,"表: QRTZ_SIMPLE_TRIGGERS   字段: REPEAT_INTERVAL   字段说明:    业务含义: 简单触发器配置的重复执行时间间隔   关键词: 重复,间隔,REPEAT_INTERVAL   同义词: 执行间隔,循环间隔   示例问题: 该简单触发器每次执行的间隔时间是多少？   业务领域: 任务调度 ",b1f87d3b-900b-4a40-b227-2d682f60d830,NULL,NULL
70,5180,简单触发器已经触发的总次数,"已触发,次数,TIMES_TRIGGERED","触发次数,执行次数",该简单触发器已经执行了多少次？,任务调度,0.9500,AI,2026-08-12 09:26:47.8004406,"表: QRTZ_SIMPLE_TRIGGERS   字段: TIMES_TRIGGERED   字段说明:    业务含义: 简单触发器已经触发的总次数   关键词: 已触发,次数,TIMES_TRIGGERED   同义词: 触发次数,执行次数   示例问题: 该简单触发器已经执行了多少次？   业务领域: 任务调度 ",1c82cb4f-406a-4db4-af68-c4ec8d3ef44f,NULL,NULL
71,5181,调度器名称，标识所属的Quartz调度器实例,"调度器,名称,实例","Scheduler名称,调度实例名",当前有哪些调度器实例？; 调度器的名称是什么？,系统调度,0.9500,AI,2026-08-12 09:26:47.8005696,"表: QRTZ_SIMPROP_TRIGGERS   字段: SCHED_NAME   字段说明:    业务含义: 调度器名称，标识所属的Quartz调度器实例   关键词: 调度器,名称,实例   同义词: Scheduler名称,调度实例名   示例问题: 当前有哪些调度器实例？; 调度器的名称是什么？   业务领域: 系统调度 ",b3f49579-01f8-4d63-a563-15434b30361e,NULL,NULL
72,5182,触发器组名称，用于对触发器进行逻辑分组,"触发器,组,分组","Trigger组名,触发器分组",触发器属于哪个组？; 有哪些触发器组？,系统调度,0.9500,AI,2026-08-12 09:26:47.8007213,"表: QRTZ_SIMPROP_TRIGGERS   字段: TRIGGER_GROUP   字段说明:    业务含义: 触发器组名称，用于对触发器进行逻辑分组   关键词: 触发器,组,分组   同义词: Trigger组名,触发器分组   示例问题: 触发器属于哪个组？; 有哪些触发器组？   业务领域: 系统调度 ",df35821e-66c8-4862-a016-69c74e521706,NULL,NULL
73,5183,触发器名称，唯一标识一个触发器,"触发器,名称,标识","Trigger名称,触发器名",这个触发器叫什么名字？; 触发器的名称是什么？,系统调度,0.9500,AI,2026-08-12 09:26:47.8008770,"表: QRTZ_SIMPROP_TRIGGERS   字段: TRIGGER_NAME   字段说明:    业务含义: 触发器名称，唯一标识一个触发器   关键词: 触发器,名称,标识   同义词: Trigger名称,触发器名   示例问题: 这个触发器叫什么名字？; 触发器的名称是什么？   业务领域: 系统调度 ",0f4df0ee-aae4-46d9-b8bd-6d873cb04dea,NULL,NULL
